student_id,student_name,study_hours,attendance,sleep_hours,internet_usage,assignments_completed,previous_score
1895,Anjali Jadhav,2,87,5.7,2.5,8,55
1896,Arjun Mishra,9,81,6.4,7.5,9,61
1897,Aryan Bhosale,6,75,6,7.5,3,78
1898,Ashish Tiwari,9,91,6.5,6.6,9,77
1899,Ayush Pande,8,86,8.8,1.9,7,92
1900,Bhavna Kapoor,4,97,5.4,2.3,9,69
1901,Chetan Pawar,6,74,6.7,6.3,8,83
1902,Deepak Khan,6,69,6.8,7.4,9,87
1903,Deepika Kale,8,78,6.1,2.5,2,63
1904,Dhruv Gaikwad,3,80,6.1,4.2,4,86
1905,Divya Desai,4,78,7.9,2.1,6,95
1906,Gaurav Dhumal,3,94,7.5,4.3,4,46
1907,Isha Malik,3,61,8.3,5.5,3,83
1908,Karan Ingale,2,81,6.6,1.1,8,74
1909,Kavya Singh,1,77,7.4,5.5,10,85
1910,Kiran Shinde,10,68,8.6,5.5,6,70
1911,Kunal Naik,1,86,8.4,4.2,7,51
1912,Manish Kadam,9,92,8.7,7.3,7,64
1913,Meera Lokhande,1,82,6.1,1.9,5,78
1914,Mohit Roy,8,63,8.9,1.4,8,90
1915,Neha Borkar,4,63,8.3,4.5,9,43
1916,Nikhil Gupta,6,77,8.2,4.7,3,50
1917,Nisha Chavan,3,87,7.7,2.9,4,53
1918,Pallavi Thakur,5,72,8.9,7.7,3,73
1919,Pankaj Gawande,5,72,6.8,2.8,9,40
1920,Pooja Salve,6,95,8,2.9,7,93
1921,Prakash Das,4,60,7.8,6.7,8,79
1922,Priya Mane,6,63,7.9,7.5,7,90
1923,Rahul Joshi,9,66,8,4.8,6,41
1924,Raj More,5,100,5.8,1.1,9,55
1925,Rakesh Raut,4,80,6.4,3.5,3,65
1926,Riya Sawant,2,66,6.6,2.6,8,83
1927,Rohan Rathod,4,72,8,4.6,9,76
1928,Rohit Iyer,2,99,7.9,5.8,3,63
1929,Sachin Pandey,2,88,8.3,3.7,8,57
1930,Sakshi Verma,10,69,8.2,4.8,2,58
1931,Sameer Kulkarni,1,69,7.4,6.3,3,60
1932,Sana Agrawal,5,63,5.6,2.7,5,78
1933,Sanjay Suryawanshi,9,91,7.5,2.4,10,88
1934,Sanya Chaudhary,10,65,8.5,6.6,5,66
1935,Shivam Reddy,2,71,7.6,1.3,5,90
1936,Shraddha Dubey,2,74,8.6,2.1,8,56
1937,Shreya Patil,4,85,9,1.1,9,88
1938,Sneha Deshmukh,6,84,6.4,4.9,8,40
1939,Sonali Mehta,10,92,7.9,5.2,2,81
1940,Sonal Wagh,3,72,7.2,4.7,9,93
1941,Sourabh Yadav,2,75,6.8,3.9,4,55
1942,Tanmay Nair,3,75,6,4.7,6,78
1943,Tanya Saxena,9,61,6,2.4,8,44
1944,Varun Sharma,1,90,5.7,6.8,4,87
1945,Vikas Jadhav,4,81,7.5,7.9,8,67
1946,Vijay Mishra,2,79,5.6,4.8,6,63
1947,Vishal Bhosale,2,100,6.7,3.6,3,91
1948,Yash Tiwari,10,67,7.1,6.5,3,91
1949,Yogesh Pande,1,99,6.8,2.4,8,52
1950,Zoya Kapoor,4,87,8.4,3.2,2,93
1951,Aarav Pawar,10,69,6.8,7.6,5,51
1952,Aditi Khan,7,87,5.3,2.3,6,85
1953,Aditya Kale,1,90,9,1.8,5,83
1954,Akash Gaikwad,5,74,8.4,4.8,5,68
1955,Akshay Desai,10,74,7.6,5.1,10,73
1956,Aman Dhumal,5,94,8,5.2,2,62
1957,Amit Malik,6,66,5.5,2.2,10,62
1958,Ananya Ingale,6,60,8.1,6,8,68
1959,Aniket Singh,7,87,5.8,2.7,10,88
1960,Anjali Shinde,2,97,7,7.6,7,67
1961,Arjun Naik,9,80,5.7,2.6,10,72
1962,Aryan Kadam,10,65,8,1.1,2,79
1963,Ashish Lokhande,2,82,6,5,8,91
1964,Ayush Roy,9,70,6,2.4,8,88
1965,Bhavna Borkar,9,93,5.4,5.4,10,60
1966,Chetan Gupta,8,85,7.9,2.6,2,88
1967,Deepak Chavan,4,73,6.2,4,6,64
1968,Deepika Thakur,5,85,7.1,2.3,6,45
1969,Dhruv Gawande,9,87,6.3,4,2,44
1970,Divya Salve,2,87,8.1,2,7,51
1971,Gaurav Das,9,75,5.9,3.4,6,60
1972,Isha Mane,10,83,8.8,2.4,6,62
1973,Karan Joshi,7,61,6.3,6.7,8,50
1974,Kavya More,4,76,5.4,6.1,8,49
1975,Kiran Raut,6,75,6,2.2,7,41
1976,Kunal Sawant,1,81,5.3,1.6,5,91
1977,Manish Rathod,10,98,6.9,1.2,10,54
1978,Meera Iyer,4,99,6,2.6,3,76
1979,Mohit Pandey,1,79,8.5,4.4,5,67
1980,Neha Verma,8,86,7.1,3.8,6,60
1981,Nikhil Kulkarni,7,64,5.9,7.8,4,53
1982,Nisha Agrawal,7,79,6.8,6.5,5,43
1983,Pallavi Suryawanshi,1,88,5.8,1.5,10,46
1984,Pankaj Chaudhary,8,87,5.7,2.1,3,77
1985,Pooja Reddy,7,99,6.2,1.2,6,65
1986,Prakash Dubey,8,79,5.4,2,6,94
1987,Priya Patil,9,97,5.8,4.7,2,48
1988,Rahul Deshmukh,3,100,8.8,1.5,3,92
1989,Raj Mehta,3,83,7.7,1.4,4,44
1990,Rakesh Wagh,10,63,8.7,1.8,6,81
1991,Riya Yadav,6,75,6,5.7,5,93
1992,Rohan Nair,5,91,8.4,1.1,7,48
1993,Rohit Saxena,3,83,6.4,7.8,5,66
1994,Sachin Sharma,7,98,5.6,3.7,9,91
1995,Sakshi Jadhav,8,93,8.2,3.4,5,84
1996,Sameer Mishra,1,62,5.2,4.3,9,52
1997,Sana Bhosale,6,95,6.6,4.6,10,49
1998,Sanjay Tiwari,10,74,8.3,3.9,8,58
1999,Sanya Pande,3,93,7.5,4.4,2,65
2000,Shivam Kapoor,3,80,7.1,3.4,10,56
2001,Shraddha Pawar,9,78,6.4,3.3,9,45
2002,Shreya Khan,1,62,5.3,1.2,7,67
2003,Sneha Kale,4,64,9,5.7,5,63
2004,Sonali Gaikwad,5,84,5.7,5.3,8,57
2005,Sonal Desai,8,83,6,5.7,7,86
2006,Sourabh Dhumal,2,82,5.9,7.6,8,56
2007,Tanmay Malik,5,66,8.6,4.3,7,89
2008,Tanya Ingale,2,80,8.1,7.2,9,40
2009,Varun Singh,8,62,6.8,4.1,10,69
2010,Vikas Shinde,7,65,8.8,4.3,8,93
2011,Vijay Naik,5,80,5.2,5.4,4,56
2012,Vishal Kadam,4,85,8.6,2.5,10,76
2013,Yash Lokhande,2,86,5.2,2.5,9,81
2014,Yogesh Roy,10,100,6.6,4.6,6,59
2015,Zoya Borkar,7,95,5.2,1.5,2,75
2016,Aarav Gupta,4,75,9,2.7,10,76
2017,Aditi Chavan,5,92,8.7,6.6,6,66
2018,Aditya Thakur,8,63,7.3,4.2,5,61
2019,Akash Gawande,8,95,5.9,1.2,7,66
2020,Akshay Salve,5,75,6.1,1.4,2,48
2021,Aman Das,4,91,6.8,7.4,9,67
2022,Amit Mane,7,99,6.3,7.7,3,58
2023,Ananya Joshi,7,88,5.1,5.5,4,58
2024,Aniket More,6,97,7.6,2.3,7,53
2025,Anjali Raut,1,60,7.5,3.6,7,69
2026,Arjun Sawant,5,66,8.6,3.1,2,40
2027,Aryan Rathod,7,85,6.9,6.5,7,43
2028,Ashish Iyer,10,82,6.4,4.8,3,51
2029,Ayush Pandey,6,64,7,6.5,10,71
2030,Bhavna Verma,4,89,5.8,3.5,5,54
2031,Chetan Kulkarni,6,62,7.5,7.1,6,67
2032,Deepak Agrawal,2,100,8.1,4,7,48
2033,Deepika Suryawanshi,1,66,5.6,3.9,3,63
2034,Dhruv Chaudhary,7,78,6.3,4.4,3,65
2035,Divya Reddy,10,93,8.5,5.1,10,58
2036,Gaurav Dubey,9,81,7,7.3,7,42
2037,Isha Patil,6,90,7.1,4.2,4,74
2038,Karan Deshmukh,1,88,7.9,7.5,7,51
2039,Kavya Mehta,10,98,7.3,3.8,10,67
2040,Kiran Wagh,5,79,5.3,3.3,8,79
2041,Kunal Yadav,3,100,8.2,3.1,5,45
2042,Manish Nair,9,81,8.7,1.1,7,78
2043,Meera Saxena,8,96,5.2,6.9,10,60
2044,Mohit Sharma,8,90,5.5,1.6,4,68
2045,Neha Jadhav,3,65,7.8,3.3,9,44
2046,Nikhil Mishra,10,86,7.4,2.8,10,67
2047,Nisha Bhosale,5,96,6.5,6.2,5,61
2048,Pallavi Tiwari,6,65,7.2,7.5,9,49
2049,Pankaj Pande,8,94,7.8,6.7,2,69
2050,Pooja Kapoor,7,64,7,3.2,5,76
2051,Prakash Pawar,2,95,5.6,4.2,4,61
2052,Priya Khan,4,92,5.4,2.7,2,75
2053,Rahul Kale,4,66,6.8,7.5,7,59
2054,Raj Gaikwad,10,89,8.7,1.8,6,86
2055,Rakesh Desai,8,64,7.2,7.7,5,55
2056,Riya Dhumal,4,83,6.4,6.7,9,84
2057,Rohan Malik,8,97,8.6,6,4,61
2058,Rohit Ingale,8,68,6.6,6.4,9,71
2059,Sachin Singh,4,67,7,3.4,7,43
2060,Sakshi Shinde,5,77,5.5,3.1,10,44
2061,Sameer Naik,9,75,7.9,3.7,2,95
2062,Sana Kadam,6,61,7.8,2.3,10,40
2063,Sanjay Lokhande,2,78,8.2,6.2,2,71
2064,Sanya Roy,8,70,6.3,4.3,8,65
2065,Shivam Borkar,6,65,6.7,7.2,8,75
2066,Shraddha Gupta,6,71,5.7,7.1,3,40
2067,Shreya Chavan,8,60,8.9,2.1,2,50
2068,Sneha Thakur,10,97,5.3,2.5,2,58
2069,Sonali Gawande,4,100,7.6,3.9,3,91
2070,Sonal Salve,5,75,7.8,1.8,3,59
2071,Sourabh Das,2,95,5.6,5.8,10,71
2072,Tanmay Mane,7,78,6.5,6.2,3,72
2073,Tanya Joshi,5,97,5.2,6,9,63
2074,Varun More,4,67,7.2,4.3,2,86
2075,Vikas Raut,7,71,9,6.9,7,79
2076,Vijay Sawant,5,90,6.7,5.2,6,64
2077,Vishal Rathod,5,69,9,8,6,57
2078,Yash Iyer,5,93,5.5,6.7,9,55
2079,Yogesh Pandey,3,77,6.6,6.1,3,92
2080,Zoya Verma,2,76,8.6,1.9,2,47
2081,Aarav Kulkarni,9,78,8.5,6.8,3,49
2082,Aditi Agrawal,1,92,6.3,3.1,9,54
2083,Aditya Suryawanshi,4,60,7.7,3.9,7,86
2084,Akash Chaudhary,7,90,8.5,4.2,10,78
2085,Akshay Reddy,2,91,8.1,3.3,9,94
2086,Aman Dubey,7,93,7.5,1.8,3,80
2087,Amit Patil,8,100,5.6,2.4,2,67
2088,Ananya Deshmukh,7,92,5.3,6.6,2,42
2089,Aniket Mehta,4,81,7.5,5.6,3,89
2090,Anjali Wagh,1,79,7,7.6,6,77
2091,Arjun Yadav,9,75,6,6.7,2,44
2092,Aryan Nair,4,93,6.2,3.8,9,94
2093,Ashish Saxena,9,76,6.6,6.5,6,74
2094,Ayush Sharma,2,83,7,5,8,74
2095,Bhavna Jadhav,2,63,6.6,3,9,59
2096,Chetan Mishra,8,73,6.5,7.8,2,58
2097,Deepak Bhosale,10,70,5.5,7.5,5,60
2098,Deepika Tiwari,9,77,8.5,1.8,8,42
2099,Dhruv Pande,8,80,7.4,6.9,10,65
2100,Divya Kapoor,3,89,5.6,1.5,9,43
2101,Gaurav Pawar,10,77,6.7,7.5,3,73
2102,Isha Khan,7,66,6.7,5.4,4,51
2103,Karan Kale,2,82,7.4,2.2,9,74
2104,Kavya Gaikwad,2,62,7.4,6.7,7,60
2105,Kiran Desai,9,94,7.6,4.6,4,55
2106,Kunal Dhumal,3,91,7.8,1.4,6,48
2107,Manish Malik,8,69,5.4,6.6,10,61
2108,Meera Ingale,2,70,6.2,6.5,3,43
2109,Mohit Singh,3,61,5.1,4.4,4,53
2110,Neha Shinde,3,74,6.8,6.1,10,65
2111,Nikhil Naik,3,61,6.7,1.3,8,75
2112,Nisha Kadam,7,98,7.9,3.2,4,65
2113,Pallavi Lokhande,10,65,5.7,5.7,4,45
2114,Pankaj Roy,10,87,7.5,2.6,9,80
2115,Pooja Borkar,8,83,6.2,4.2,4,63
2116,Prakash Gupta,3,69,6.5,7.5,8,75
2117,Priya Chavan,10,93,7.9,6.8,6,94
2118,Rahul Thakur,6,64,5.3,4.9,3,42
2119,Raj Gawande,6,96,6.4,5,5,95
2120,Rakesh Salve,8,90,6.6,7.2,8,93
2121,Riya Das,8,86,7.9,7,9,69
2122,Rohan Mane,10,96,5.8,1.6,2,41
2123,Rohit Joshi,6,76,8.8,4.3,10,53
2124,Sachin More,7,71,9,2.3,4,52
2125,Sakshi Raut,8,66,8.3,1.6,7,72
2126,Sameer Sawant,3,97,6.2,3,4,78
2127,Sana Rathod,4,76,7.7,5.3,4,67
2128,Sanjay Iyer,7,94,5.3,6.6,10,59
2129,Sanya Pandey,1,73,8.5,7.4,8,42
2130,Shivam Verma,4,99,7.1,4,10,92
2131,Shraddha Kulkarni,8,95,5.7,4,2,95
2132,Shreya Agrawal,10,72,6.3,2.1,4,41
2133,Sneha Suryawanshi,6,79,8.2,2.4,2,58
2134,Sonali Chaudhary,4,92,8.5,1.7,6,95
2135,Sonal Reddy,5,69,7.1,7.8,6,62
2136,Sourabh Dubey,7,60,6.9,1.9,10,74
2137,Tanmay Patil,6,71,8,6.3,4,68
2138,Tanya Deshmukh,1,84,8.3,3.2,7,75
2139,Varun Mehta,6,65,8.1,4.8,10,89
2140,Vikas Wagh,5,73,6.5,7.1,2,61
2141,Vijay Yadav,8,97,7.6,7.6,6,84
2142,Vishal Nair,9,63,8.4,2.7,5,65
2143,Yash Saxena,10,62,5.6,7.4,2,51
2144,Yogesh Sharma,7,77,6.6,2.8,5,44
2145,Zoya Jadhav,4,60,5.2,6.6,4,80
2146,Aarav Mishra,5,61,6.6,1.1,4,73
2147,Aditi Bhosale,2,67,8.1,4.7,3,88
2148,Aditya Tiwari,10,64,5.8,6.1,6,53
2149,Akash Pande,9,93,7.2,6.9,5,79
2150,Akshay Kapoor,9,65,5.1,6.9,8,41
2151,Aman Pawar,4,81,8.6,3.1,5,47
2152,Amit Khan,4,88,8.3,7,8,73
2153,Ananya Kale,9,85,7.1,3.3,6,70
2154,Aniket Gaikwad,6,86,7.8,2.6,5,73
2155,Anjali Desai,8,74,5.4,1,9,86
2156,Arjun Dhumal,5,96,8.4,2.7,8,86
2157,Aryan Malik,5,62,7.9,1.8,6,50
2158,Ashish Ingale,7,64,5.5,5.7,6,51
2159,Ayush Singh,9,95,8.9,2,8,70
2160,Bhavna Shinde,4,62,5.1,5.1,8,93
2161,Chetan Naik,9,67,7.5,1.9,8,77
2162,Deepak Kadam,3,67,5.7,5.9,3,48
2163,Deepika Lokhande,5,61,7.9,3,4,75
2164,Dhruv Roy,10,64,5.3,3.2,5,58
2165,Divya Borkar,10,83,5.3,5.5,7,45
2166,Gaurav Gupta,10,87,6.9,7.6,5,79
2167,Isha Chavan,4,63,9,7.9,9,55
2168,Karan Thakur,9,98,6.1,3.5,5,83
2169,Kavya Gawande,10,63,7.5,7.6,6,70
2170,Kiran Salve,10,88,7.1,5.3,8,65
2171,Kunal Das,1,92,8.4,7.3,5,51
2172,Manish Mane,8,81,6.2,1.2,7,56
2173,Meera Joshi,10,80,7.2,1.2,8,58
2174,Mohit More,8,64,8.8,1.5,5,78
2175,Neha Raut,3,69,6.3,6.6,10,63
2176,Nikhil Sawant,8,94,6.8,2,6,41
2177,Nisha Rathod,2,74,8.6,2.2,9,40
2178,Pallavi Iyer,5,61,6.3,5.1,8,55
2179,Pankaj Pandey,7,89,6.5,7.7,9,68
2180,Pooja Verma,5,88,6.2,5,8,58
2181,Prakash Kulkarni,7,62,8.2,6.1,6,95
2182,Priya Agrawal,3,62,8.7,2.3,8,52
2183,Rahul Suryawanshi,7,64,7.5,7.4,6,62
2184,Raj Chaudhary,7,62,7.5,1.4,9,62
2185,Rakesh Reddy,7,85,6.6,3,6,55
2186,Riya Dubey,3,65,5,4.2,8,89
2187,Rohan Patil,4,84,5.7,2.6,3,54
2188,Rohit Deshmukh,3,67,5.6,5.6,3,40
2189,Sachin Mehta,5,99,5.5,5.8,7,68
2190,Sakshi Wagh,6,89,7.6,2.5,9,75
2191,Sameer Yadav,4,75,5.5,1.1,8,65
2192,Sana Nair,5,77,5.3,1.5,4,63
2193,Sanjay Saxena,3,62,6.5,1,9,88
2194,Sanya Sharma,3,62,6,7.3,7,60
2195,Shivam Jadhav,7,82,5.6,5.4,7,75
2196,Shraddha Mishra,9,60,5.6,2,10,86
2197,Shreya Bhosale,3,86,6,1.6,9,62
2198,Sneha Tiwari,9,75,7.1,6.7,4,70
2199,Sonali Pande,6,65,8,6.7,2,61
2200,Sonal Kapoor,2,81,8.4,7.5,4,74
2201,Sourabh Pawar,4,82,8,2.1,3,70
2202,Tanmay Khan,1,90,7.5,4.7,3,87
2203,Tanya Kale,1,68,8.6,1.9,6,54
2204,Varun Gaikwad,4,82,7.1,6.6,10,49
2205,Vikas Desai,5,94,7.5,3.9,7,63
2206,Vijay Dhumal,8,71,6.6,5.9,5,74
2207,Vishal Malik,2,94,6.3,1.2,4,55
2208,Yash Ingale,9,89,6.3,6.4,9,95
2209,Yogesh Singh,3,77,5.6,2.6,6,68
2210,Zoya Shinde,2,96,8.2,6.9,2,85
2211,Aarav Naik,7,99,5.2,2.3,6,70
2212,Aditi Kadam,8,69,7.7,6.5,3,62
2213,Aditya Lokhande,7,100,8.5,1.9,6,87
2214,Akash Roy,2,60,7,5.6,2,48
2215,Akshay Borkar,2,65,5.3,6.5,3,54
2216,Aman Gupta,4,61,6.7,3.7,9,82
2217,Amit Chavan,5,75,6.4,2.7,3,90
2218,Ananya Thakur,10,98,8.9,3.4,2,56
2219,Aniket Gawande,3,84,7.8,3.1,3,69
2220,Anjali Salve,2,85,7.9,5.4,10,67
2221,Arjun Das,10,63,7.1,1.3,10,80
2222,Aryan Mane,2,81,7.8,1.3,7,67
2223,Ashish Joshi,1,75,7.9,3,9,74
2224,Ayush More,5,79,5.3,2.9,10,77
2225,Bhavna Raut,5,70,5.9,2.2,4,86
2226,Chetan Sawant,7,68,5.1,6,5,47
2227,Deepak Rathod,9,99,7,1.2,2,77
2228,Deepika Iyer,10,82,8.5,7.5,6,50
2229,Dhruv Pandey,3,76,7.4,6.3,10,40
2230,Divya Verma,10,63,7,3.8,2,80
2231,Gaurav Kulkarni,7,91,8.7,7,8,61
2232,Isha Agrawal,1,79,5.7,5.3,6,80
2233,Karan Suryawanshi,10,75,5.3,5,10,92
2234,Kavya Chaudhary,2,87,8.7,3.2,7,47
2235,Kiran Reddy,6,65,8.6,5.6,5,65
2236,Kunal Dubey,8,81,7.7,2,2,45
2237,Manish Patil,3,95,6,4.7,7,86
2238,Meera Deshmukh,3,79,8.9,1.8,10,95
2239,Mohit Mehta,5,60,8.1,4.1,2,88
2240,Neha Wagh,9,69,7.7,5.3,2,95
2241,Nikhil Yadav,3,62,5.9,2.1,10,58
2242,Nisha Nair,7,80,7.1,2.6,4,55
2243,Pallavi Saxena,5,74,8.3,6.7,7,88
2244,Pankaj Sharma,2,65,8.4,2.8,7,76
2245,Pooja Jadhav,8,88,7.2,1.7,6,61
2246,Prakash Mishra,9,67,7.1,3.3,6,51
2247,Priya Bhosale,6,74,7.8,7.5,8,41
2248,Rahul Tiwari,2,100,7.1,5.9,4,42
2249,Raj Pande,2,62,6.7,5,3,78
2250,Rakesh Kapoor,5,70,5.3,6.9,10,54
2251,Riya Pawar,6,73,5.5,5.6,2,85
2252,Rohan Khan,6,80,8,6.7,3,87
2253,Rohit Kale,3,70,5.1,5.6,8,65
2254,Sachin Gaikwad,6,99,5.2,7,7,56
2255,Sakshi Desai,3,60,8.6,5.4,4,49
2256,Sameer Dhumal,7,98,7.8,2.9,3,54
2257,Sana Malik,8,81,5,1.3,5,74
2258,Sanjay Ingale,7,61,6.2,1.7,2,82
2259,Sanya Singh,1,64,8.1,4.6,6,81
2260,Shivam Shinde,10,64,6.7,7.8,6,93
2261,Shraddha Naik,1,71,6.9,6.3,10,76
2262,Shreya Kadam,10,73,6.8,6.4,9,68
2263,Sneha Lokhande,1,86,5.8,5.6,6,59
2264,Sonali Roy,6,72,7.9,7.3,6,58
2265,Sonal Borkar,2,89,5.4,6.1,8,60
2266,Sourabh Gupta,1,72,7,2.8,4,89
2267,Tanmay Chavan,7,70,5.7,4.5,7,70
2268,Tanya Thakur,8,71,5.2,3.8,2,52
2269,Varun Gawande,2,73,5.6,2.2,10,50
2270,Vikas Salve,10,94,8.5,2.6,10,41
2271,Vijay Das,4,70,5.7,3,10,87
2272,Vishal Mane,4,71,6.1,2.2,3,52
2273,Yash Joshi,3,99,5.6,2.5,9,45
2274,Yogesh More,5,86,7.9,7.4,7,56
2275,Zoya Raut,2,67,6.8,3.4,10,67
2276,Aarav Sawant,5,95,8.8,6.8,2,93
2277,Aditi Rathod,3,67,7.7,1.5,5,88
2278,Aditya Iyer,1,66,7.1,7.9,2,49
2279,Akash Pandey,4,78,7.6,6.4,10,69
2280,Akshay Verma,7,88,5.2,7.3,3,86
2281,Aman Kulkarni,8,67,8.8,4.7,2,82
2282,Amit Agrawal,4,90,8.8,5.4,3,66
2283,Ananya Suryawanshi,4,66,6.1,3.5,10,53
2284,Aniket Chaudhary,8,92,7.5,4,6,83
2285,Anjali Reddy,7,63,5.8,6.3,2,64
2286,Arjun Dubey,9,79,7.2,1.3,5,53
2287,Aryan Patil,10,86,8.1,1.3,5,79
2288,Ashish Deshmukh,9,70,8.8,7.1,9,89
2289,Ayush Mehta,10,85,6.4,1.8,3,89
2290,Bhavna Wagh,5,88,7.8,6,3,92
2291,Chetan Yadav,4,86,7.9,2.4,8,76
2292,Deepak Nair,4,76,5.9,3.6,5,83
2293,Deepika Saxena,3,91,7.5,3.1,3,53
2294,Dhruv Sharma,8,89,7.6,4.4,5,58
2295,Divya Jadhav,8,73,8.1,6.8,5,48
2296,Gaurav Mishra,9,90,9,7.1,4,44
2297,Isha Bhosale,2,97,5.2,2.6,3,87
2298,Karan Tiwari,5,93,5.8,3.4,2,65
2299,Kavya Pande,3,90,5.6,6.9,9,71
2300,Kiran Kapoor,9,91,5.6,1.6,2,44
2301,Kunal Pawar,3,92,6.8,1.8,6,50
2302,Manish Khan,2,71,8.5,4.4,2,44
2303,Meera Kale,6,89,6.8,6.5,9,67
2304,Mohit Gaikwad,9,68,7.7,3.4,5,72
2305,Neha Desai,10,74,6.5,1.5,10,47
2306,Nikhil Dhumal,1,98,6.3,7.8,2,79
2307,Nisha Malik,4,71,8.3,7.6,4,45
2308,Pallavi Ingale,2,94,7.6,5.6,5,86
2309,Pankaj Singh,4,77,6.4,5.8,2,91
2310,Pooja Shinde,6,68,8.7,7.5,5,75
2311,Prakash Naik,3,63,7,5.5,6,70
2312,Priya Kadam,1,82,5.8,6.5,6,80
2313,Rahul Lokhande,6,78,6.9,4.2,6,53
2314,Raj Roy,1,80,7.7,2.6,3,91
2315,Rakesh Borkar,3,61,6.5,6.8,4,89
2316,Riya Gupta,1,70,8.4,5.8,6,78
2317,Rohan Chavan,1,60,7.1,3,7,95
2318,Rohit Thakur,5,72,6.9,5.4,5,56
2319,Sachin Gawande,9,98,8.4,6.7,6,89
2320,Sakshi Salve,8,66,6.9,2.9,10,41
2321,Sameer Das,1,88,6.7,6.4,7,81
2322,Sana Mane,1,60,5.4,1.5,2,56
2323,Sanjay Joshi,4,83,6.4,5.4,5,93
2324,Sanya More,7,97,6.6,8,2,71
2325,Shivam Raut,8,73,5.7,7.1,9,51
2326,Shraddha Sawant,9,68,7.4,7.1,9,57
2327,Shreya Rathod,4,83,5.6,5.8,6,89
2328,Sneha Iyer,2,71,5.9,4.2,4,85
2329,Sonali Pandey,1,96,7.2,5.7,8,60
2330,Sonal Verma,2,94,6.1,3.2,3,54
2331,Sourabh Kulkarni,1,86,7.6,4.9,8,41
2332,Tanmay Agrawal,9,86,7.8,4.8,9,46
2333,Tanya Suryawanshi,3,84,6.2,4.8,3,41
2334,Varun Chaudhary,9,90,5.3,3.9,6,58
2335,Vikas Reddy,6,78,7,3.5,3,50
2336,Vijay Dubey,6,99,5.4,3.3,7,41
2337,Vishal Patil,5,74,7.1,2.6,8,83
2338,Yash Deshmukh,9,60,7.9,4.1,2,89
2339,Yogesh Mehta,1,88,7.5,1.8,10,90
2340,Zoya Wagh,1,87,6.8,7.3,4,86
2341,Aarav Yadav,5,100,8.8,1.5,6,47
2342,Aditi Nair,4,76,5.4,6.9,4,49
2343,Aditya Saxena,6,77,8.5,2.7,10,87
2344,Akash Sharma,8,83,8.2,7,8,40
2345,Akshay Jadhav,6,76,6.7,6,10,82
2346,Aman Mishra,3,92,5.6,7.4,5,47
2347,Amit Bhosale,4,77,5.6,7.1,7,42
2348,Ananya Tiwari,8,92,8.7,5.9,7,83
2349,Aniket Pande,3,77,5.9,2.1,4,80
2350,Anjali Kapoor,6,69,8.5,4.8,10,44
2351,Arjun Pawar,6,100,7,3.4,9,42
2352,Aryan Khan,8,81,6.8,7.2,10,89
2353,Ashish Kale,8,88,7.5,7.1,6,54
2354,Ayush Gaikwad,5,84,5.9,3.2,3,94
2355,Bhavna Desai,4,74,6.7,5.7,3,69
2356,Chetan Dhumal,4,99,8.8,3.4,7,94
2357,Deepak Malik,5,75,6,5.7,9,90
2358,Deepika Ingale,3,100,8.7,5.3,8,74
2359,Dhruv Singh,7,77,9,4.6,8,45
2360,Divya Shinde,3,60,5.2,7.1,9,90
2361,Gaurav Naik,7,61,7.1,2.7,9,59
2362,Isha Kadam,8,99,5.7,6.6,10,54
2363,Karan Lokhande,10,81,7.5,5.8,5,72
2364,Kavya Roy,2,75,9,3,8,60
2365,Kiran Borkar,8,93,8.6,4,4,81
2366,Kunal Gupta,1,85,8.7,1.5,8,54
2367,Manish Chavan,4,87,5.9,5.2,2,91
2368,Meera Thakur,2,88,7.2,7.2,2,45
2369,Mohit Gawande,2,68,5.9,1.8,3,66
2370,Neha Salve,2,63,8.6,1.9,6,93
2371,Nikhil Das,1,89,5.8,4.3,10,87
2372,Nisha Mane,9,60,5.6,3,7,85
2373,Pallavi Joshi,1,89,5,2.9,7,74
2374,Pankaj More,4,65,5.7,5.5,8,71
2375,Pooja Raut,7,70,5.8,3.9,9,51
2376,Prakash Sawant,10,89,5.3,6.9,7,56
2377,Priya Rathod,9,85,8.5,4,8,72
2378,Rahul Iyer,2,92,8.1,5.3,5,57
2379,Raj Pandey,10,85,6,3.8,10,57
2380,Rakesh Verma,7,61,8.1,2.8,6,78
2381,Riya Kulkarni,2,94,6.7,4.3,10,79
2382,Rohan Agrawal,5,68,8.1,6,10,67
2383,Rohit Suryawanshi,10,65,6.3,7.7,9,55
2384,Sachin Chaudhary,4,96,7.3,1.3,4,49
2385,Sakshi Reddy,2,67,6.5,4.7,5,54
2386,Sameer Dubey,9,81,5.8,5.5,9,58
2387,Sana Patil,10,79,7.3,1.6,10,92
2388,Sanjay Deshmukh,10,91,8,6.8,7,58
2389,Sanya Mehta,10,61,8,2.9,8,90
2390,Shivam Wagh,9,64,6.4,7.1,5,70
2391,Shraddha Yadav,5,77,7.1,4.9,9,65
2392,Shreya Nair,2,79,8.1,2.1,5,54
2393,Sneha Saxena,7,92,5.2,6.2,7,82
2394,Sonali Sharma,3,84,5.3,2.1,6,87
2395,Sonal Jadhav,5,66,6.5,6,9,94
2396,Sourabh Mishra,7,100,5.9,6.7,9,85
2397,Tanmay Bhosale,10,78,6.5,5,9,44
2398,Tanya Tiwari,3,99,5.4,2.9,3,89
2399,Varun Pande,3,100,7.4,4.1,4,73
2400,Vikas Kapoor,8,62,7.7,4.7,10,68
